lesion_id,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC,label,source_lesion_id,pair_metadata_complete,existing_image_files,pair_files_complete,qc_available,target_probability,is_target_predicted,qc_pass,usable,selected_inventory,selected_usable,selection_reason
IL_0100733__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0100733,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0100733__sdpair_004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0100733,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_0100733__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0100733,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_0702204__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0702204,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0702204__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0702204,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0702204__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0702204,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0706157__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0706157,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0706157__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_0706157,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1075637__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_1075637,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1222046__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_1222046,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1345766__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_1345766,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1418098__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_1418098,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1418098__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_1418098,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1418098__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_1418098,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2150976__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2150976,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2150976__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2150976,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2150976__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2150976,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2150976__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2150976,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_2692187__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2692187,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2692187__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2692187,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2692187__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2692187,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2692187__sdpair_004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2692187,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_2692187__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_2692187,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_3540228__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_3540228,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_3738052__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_3738052,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_4258964__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_4258964,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_4258964__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_4258964,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_5623343__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_5623343,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_5623343__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_5623343,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_6695946__sdpair_004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_6695946,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_6832488__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_6832488,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_7075634__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7075634,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_7075634__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7075634,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_7075634__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7075634,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_7075634__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7075634,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_7075634__sdpair_004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7075634,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_7075634__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7075634,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_7581043__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7581043,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_7581043__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7581043,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_7743352__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_7743352,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8145813__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8145813,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8145813__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8145813,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8145813__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8145813,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8160773__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8160773,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8160773__sdpair_004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8160773,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8160773__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8160773,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8169516__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8169516,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8169516__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8169516,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8169516__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8169516,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8557195__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8557195,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8557195__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8557195,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8557195__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8557195,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8557195__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8557195,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_8606392__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8606392,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8727543__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8727543,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8784300__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8784300,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8784300__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8784300,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8784300__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8784300,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8946416__sdpair_002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8946416,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8946416__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8946416,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8971740__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8971740,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8971740__sdpair_001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8971740,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8971740__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8971740,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_8971740__sdpair_004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8971740,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_8971740__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_8971740,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_9274006__sdpair_000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_9274006,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_9274006__sdpair_003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_9274006,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_9274006__sdpair_005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_9274006,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_9334838__sdpair_004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN_OTH,IL_9334838,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0340330__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0340330,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0340330__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0340330,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0340330__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0340330,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0340330__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0340330,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_0340330__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0340330,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_0694902__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0694902,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0694902__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0694902,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0694902__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0694902,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0694902__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0694902,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_0694902__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0694902,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_0915251__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0915251,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_0915251__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_0915251,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1013534__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1013534,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1013534__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1013534,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1013534__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1013534,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1013534__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1013534,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1013534__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1013534,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1013534__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1013534,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1032364__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1032364,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1032364__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1032364,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1032364__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1032364,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1032364__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1032364,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1032364__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1032364,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1032364__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1032364,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1207845__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1207845,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1207845__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1207845,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1207845__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1207845,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1207845__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1207845,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1207845__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1207845,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1207845__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1207845,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1556034__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1556034,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1556034__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1556034,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1556034__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1556034,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1556034__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1556034,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1556034__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1556034,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1556034__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1556034,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1693296__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1693296,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1740059__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1740059,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1740059__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1740059,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1740059__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1740059,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1740059__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1740059,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1827145__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1827145,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1827145__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1827145,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1827145__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1827145,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1827145__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1827145,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1858842__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1858842,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1858842__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1858842,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1858842__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1858842,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1858842__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1858842,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1858842__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1858842,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1858842__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1858842,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1967474__sdpair_000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1967474,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1967474__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1967474,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1967474__sdpair_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1967474,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_1967474__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1967474,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1967474__sdpair_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1967474,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_1967474__sdpair_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_1967474,True,0,False,False,,False,False,False,False,False,missing_image_pair
IL_2160413__sdpair_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_2160413,True,0,False,False,,False,False,False,True,False,missing_image_pair
IL_2160413__sdpair_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VASC,IL_2160413,True,0,False,False,,False,False,False,True,False,missing_image_pair
