lesion_id,mask_id,dermoscopic_path,mask_path,foreground_ratio,status,image_size,mask_size
IL_0069690,IL_0069690,/marimo/milk10k/MILK10k_Training_Input/IL_0069690/ISIC_0323748.jpg,/marimo/milk10k_train_masks/IL_0069690_dermoscopic_mask.png,0.26923703703703705,valid,600x450,600x450
IL_0074413,IL_0074413,/marimo/milk10k/MILK10k_Training_Input/IL_0074413/ISIC_4980158.jpg,/marimo/milk10k_train_masks/IL_0074413_dermoscopic_mask.png,0.2696962962962963,valid,600x450,600x450
IL_0075646,IL_0075646,/marimo/milk10k/MILK10k_Training_Input/IL_0075646/ISIC_4932148.jpg,/marimo/milk10k_train_masks/IL_0075646_dermoscopic_mask.png,0.35552222222222224,valid,600x450,600x450
IL_0076321,IL_0076321,/marimo/milk10k/MILK10k_Training_Input/IL_0076321/ISIC_8015399.jpg,/marimo/milk10k_train_masks/IL_0076321_dermoscopic_mask.png,0.3898333333333333,valid,600x450,600x450
IL_0076383,IL_0076383,/marimo/milk10k/MILK10k_Training_Input/IL_0076383/ISIC_3175755.jpg,/marimo/milk10k_train_masks/IL_0076383_dermoscopic_mask.png,0.11071851851851852,valid,600x450,600x450
IL_0076523,IL_0076523,/marimo/milk10k/MILK10k_Training_Input/IL_0076523/ISIC_3175480.jpg,/marimo/milk10k_train_masks/IL_0076523_dermoscopic_mask.png,0.14178148148148148,valid,600x450,600x450
IL_0079116,IL_0079116,/marimo/milk10k/MILK10k_Training_Input/IL_0079116/ISIC_5344273.jpg,/marimo/milk10k_train_masks/IL_0079116_dermoscopic_mask.png,0.08821481481481482,valid,600x450,600x450
IL_0080050,IL_0080050,/marimo/milk10k/MILK10k_Training_Input/IL_0080050/ISIC_0813000.jpg,/marimo/milk10k_train_masks/IL_0080050_dermoscopic_mask.png,0.31171481481481483,valid,600x450,600x450
IL_0080398,IL_0080398,/marimo/milk10k/MILK10k_Training_Input/IL_0080398/ISIC_9206660.jpg,/marimo/milk10k_train_masks/IL_0080398_dermoscopic_mask.png,0.45633703703703704,valid,600x450,600x450
IL_0081442,IL_0081442,/marimo/milk10k/MILK10k_Training_Input/IL_0081442/ISIC_7606142.jpg,/marimo/milk10k_train_masks/IL_0081442_dermoscopic_mask.png,0.1092074074074074,valid,600x450,600x450
IL_0082869,IL_0082869,/marimo/milk10k/MILK10k_Training_Input/IL_0082869/ISIC_2473856.jpg,/marimo/milk10k_train_masks/IL_0082869_dermoscopic_mask.png,0.46867037037037035,valid,600x450,600x450
IL_0083505,IL_0083505,/marimo/milk10k/MILK10k_Training_Input/IL_0083505/ISIC_8736820.jpg,/marimo/milk10k_train_masks/IL_0083505_dermoscopic_mask.png,0.6452444444444444,valid,600x450,600x450
IL_0083796,IL_0083796,/marimo/milk10k/MILK10k_Training_Input/IL_0083796/ISIC_9131247.jpg,/marimo/milk10k_train_masks/IL_0083796_dermoscopic_mask.png,0.13084444444444446,valid,600x450,600x450
IL_0085362,IL_0085362,/marimo/milk10k/MILK10k_Training_Input/IL_0085362/ISIC_9542991.jpg,/marimo/milk10k_train_masks/IL_0085362_dermoscopic_mask.png,0.18698148148148147,valid,600x450,600x450
IL_0087252,IL_0087252,/marimo/milk10k/MILK10k_Training_Input/IL_0087252/ISIC_3945160.jpg,/marimo/milk10k_train_masks/IL_0087252_dermoscopic_mask.png,0.18137407407407408,valid,600x450,600x450
IL_0087637,IL_0087637,/marimo/milk10k/MILK10k_Training_Input/IL_0087637/ISIC_0856370.jpg,/marimo/milk10k_train_masks/IL_0087637_dermoscopic_mask.png,0.5288074074074074,valid,600x450,600x450
IL_0091633,IL_0091633,/marimo/milk10k/MILK10k_Training_Input/IL_0091633/ISIC_7507858.jpg,/marimo/milk10k_train_masks/IL_0091633_dermoscopic_mask.png,0.1773074074074074,valid,600x450,600x450
IL_0092031,IL_0092031,/marimo/milk10k/MILK10k_Training_Input/IL_0092031/ISIC_5597650.jpg,/marimo/milk10k_train_masks/IL_0092031_dermoscopic_mask.png,0.13576666666666667,valid,600x450,600x450
IL_0092622,IL_0092622,/marimo/milk10k/MILK10k_Training_Input/IL_0092622/ISIC_5144687.jpg,/marimo/milk10k_train_masks/IL_0092622_dermoscopic_mask.png,0.36864444444444444,valid,600x450,600x450
IL_0097046,IL_0097046,/marimo/milk10k/MILK10k_Training_Input/IL_0097046/ISIC_3480084.jpg,/marimo/milk10k_train_masks/IL_0097046_dermoscopic_mask.png,0.45676666666666665,valid,600x450,600x450
IL_0097757,IL_0097757,/marimo/milk10k/MILK10k_Training_Input/IL_0097757/ISIC_5350161.jpg,/marimo/milk10k_train_masks/IL_0097757_dermoscopic_mask.png,0.026825925925925927,valid,600x450,600x450
IL_0097908,IL_0097908,/marimo/milk10k/MILK10k_Training_Input/IL_0097908/ISIC_0107067.jpg,/marimo/milk10k_train_masks/IL_0097908_dermoscopic_mask.png,0.6441148148148148,valid,600x450,600x450
IL_0098895,IL_0098895,/marimo/milk10k/MILK10k_Training_Input/IL_0098895/ISIC_7778161.jpg,/marimo/milk10k_train_masks/IL_0098895_dermoscopic_mask.png,0.16205555555555556,valid,600x450,600x450
IL_0100733,IL_0100733,/marimo/milk10k/MILK10k_Training_Input/IL_0100733/ISIC_3874242.jpg,/marimo/milk10k_train_masks/IL_0100733_dermoscopic_mask.png,0.13758148148148147,valid,600x450,600x450
IL_0101784,IL_0101784,/marimo/milk10k/MILK10k_Training_Input/IL_0101784/ISIC_3627294.jpg,/marimo/milk10k_train_masks/IL_0101784_dermoscopic_mask.png,0.35373333333333334,valid,600x450,600x450
IL_0102463,IL_0102463,/marimo/milk10k/MILK10k_Training_Input/IL_0102463/ISIC_9954496.jpg,/marimo/milk10k_train_masks/IL_0102463_dermoscopic_mask.png,0.10919259259259259,valid,600x450,600x450
IL_0105755,IL_0105755,/marimo/milk10k/MILK10k_Training_Input/IL_0105755/ISIC_3783885.jpg,/marimo/milk10k_train_masks/IL_0105755_dermoscopic_mask.png,0.3230777777777778,valid,600x450,600x450
IL_0106085,IL_0106085,/marimo/milk10k/MILK10k_Training_Input/IL_0106085/ISIC_0933237.jpg,/marimo/milk10k_train_masks/IL_0106085_dermoscopic_mask.png,0.3406592592592593,valid,600x450,600x450
IL_0106759,IL_0106759,/marimo/milk10k/MILK10k_Training_Input/IL_0106759/ISIC_6558326.jpg,/marimo/milk10k_train_masks/IL_0106759_dermoscopic_mask.png,0.3541037037037037,valid,600x450,600x450
IL_0107208,IL_0107208,/marimo/milk10k/MILK10k_Training_Input/IL_0107208/ISIC_3818927.jpg,/marimo/milk10k_train_masks/IL_0107208_dermoscopic_mask.png,0.1796925925925926,valid,600x450,600x450
IL_0108201,IL_0108201,/marimo/milk10k/MILK10k_Training_Input/IL_0108201/ISIC_8804250.jpg,/marimo/milk10k_train_masks/IL_0108201_dermoscopic_mask.png,0.4902037037037037,valid,600x450,600x450
IL_0108315,IL_0108315,/marimo/milk10k/MILK10k_Training_Input/IL_0108315/ISIC_0454029.jpg,/marimo/milk10k_train_masks/IL_0108315_dermoscopic_mask.png,0.32373703703703705,valid,600x450,600x450
IL_0110620,IL_0110620,/marimo/milk10k/MILK10k_Training_Input/IL_0110620/ISIC_6391693.jpg,/marimo/milk10k_train_masks/IL_0110620_dermoscopic_mask.png,0.28328148148148147,valid,600x450,600x450
IL_0111269,IL_0111269,/marimo/milk10k/MILK10k_Training_Input/IL_0111269/ISIC_9742404.jpg,/marimo/milk10k_train_masks/IL_0111269_dermoscopic_mask.png,0.1756148148148148,valid,600x450,600x450
IL_0113118,IL_0113118,/marimo/milk10k/MILK10k_Training_Input/IL_0113118/ISIC_8483047.jpg,/marimo/milk10k_train_masks/IL_0113118_dermoscopic_mask.png,0.2700148148148148,valid,600x450,600x450
IL_0115590,IL_0115590,/marimo/milk10k/MILK10k_Training_Input/IL_0115590/ISIC_0124081.jpg,/marimo/milk10k_train_masks/IL_0115590_dermoscopic_mask.png,0.2558740740740741,valid,600x450,600x450
IL_0121394,IL_0121394,/marimo/milk10k/MILK10k_Training_Input/IL_0121394/ISIC_6946678.jpg,/marimo/milk10k_train_masks/IL_0121394_dermoscopic_mask.png,0.2785148148148148,valid,600x450,600x450
IL_0121735,IL_0121735,/marimo/milk10k/MILK10k_Training_Input/IL_0121735/ISIC_8494727.jpg,/marimo/milk10k_train_masks/IL_0121735_dermoscopic_mask.png,0.8145444444444444,valid,600x450,600x450
IL_0123995,IL_0123995,/marimo/milk10k/MILK10k_Training_Input/IL_0123995/ISIC_8954124.jpg,/marimo/milk10k_train_masks/IL_0123995_dermoscopic_mask.png,0.28765555555555555,valid,600x450,600x450
IL_0125182,IL_0125182,/marimo/milk10k/MILK10k_Training_Input/IL_0125182/ISIC_2556147.jpg,/marimo/milk10k_train_masks/IL_0125182_dermoscopic_mask.png,0.5845666666666667,valid,600x450,600x450
IL_0125566,IL_0125566,/marimo/milk10k/MILK10k_Training_Input/IL_0125566/ISIC_0490468.jpg,/marimo/milk10k_train_masks/IL_0125566_dermoscopic_mask.png,0.2996111111111111,valid,600x450,600x450
IL_0126015,IL_0126015,/marimo/milk10k/MILK10k_Training_Input/IL_0126015/ISIC_4742339.jpg,/marimo/milk10k_train_masks/IL_0126015_dermoscopic_mask.png,0.44458148148148147,valid,600x450,600x450
IL_0127859,IL_0127859,/marimo/milk10k/MILK10k_Training_Input/IL_0127859/ISIC_5412550.jpg,/marimo/milk10k_train_masks/IL_0127859_dermoscopic_mask.png,0.42912222222222224,valid,600x450,600x450
IL_0134295,IL_0134295,/marimo/milk10k/MILK10k_Training_Input/IL_0134295/ISIC_7733305.jpg,/marimo/milk10k_train_masks/IL_0134295_dermoscopic_mask.png,0.18295555555555557,valid,600x450,600x450
IL_0134998,IL_0134998,/marimo/milk10k/MILK10k_Training_Input/IL_0134998/ISIC_5951892.jpg,/marimo/milk10k_train_masks/IL_0134998_dermoscopic_mask.png,0.5035703703703703,valid,600x450,600x450
IL_0136746,IL_0136746,/marimo/milk10k/MILK10k_Training_Input/IL_0136746/ISIC_4749092.jpg,/marimo/milk10k_train_masks/IL_0136746_dermoscopic_mask.png,0.3668444444444444,valid,600x450,600x450
IL_0137229,IL_0137229,/marimo/milk10k/MILK10k_Training_Input/IL_0137229/ISIC_0866079.jpg,/marimo/milk10k_train_masks/IL_0137229_dermoscopic_mask.png,0.035003703703703704,valid,600x450,600x450
IL_0137493,IL_0137493,/marimo/milk10k/MILK10k_Training_Input/IL_0137493/ISIC_4135497.jpg,/marimo/milk10k_train_masks/IL_0137493_dermoscopic_mask.png,0.43904444444444446,valid,600x450,600x450
IL_0138483,IL_0138483,/marimo/milk10k/MILK10k_Training_Input/IL_0138483/ISIC_9508636.jpg,/marimo/milk10k_train_masks/IL_0138483_dermoscopic_mask.png,0.25307407407407406,valid,600x450,600x450
IL_0142779,IL_0142779,/marimo/milk10k/MILK10k_Training_Input/IL_0142779/ISIC_0881081.jpg,/marimo/milk10k_train_masks/IL_0142779_dermoscopic_mask.png,0.00942962962962963,too_small,600x450,600x450
IL_0143212,IL_0143212,/marimo/milk10k/MILK10k_Training_Input/IL_0143212/ISIC_9704524.jpg,/marimo/milk10k_train_masks/IL_0143212_dermoscopic_mask.png,0.26947037037037036,valid,600x450,600x450
IL_0143868,IL_0143868,/marimo/milk10k/MILK10k_Training_Input/IL_0143868/ISIC_5381727.jpg,/marimo/milk10k_train_masks/IL_0143868_dermoscopic_mask.png,0.4875037037037037,valid,600x450,600x450
IL_0145900,IL_0145900,/marimo/milk10k/MILK10k_Training_Input/IL_0145900/ISIC_0215803.jpg,/marimo/milk10k_train_masks/IL_0145900_dermoscopic_mask.png,0.36469259259259257,valid,600x450,600x450
IL_0147242,IL_0147242,/marimo/milk10k/MILK10k_Training_Input/IL_0147242/ISIC_7085591.jpg,/marimo/milk10k_train_masks/IL_0147242_dermoscopic_mask.png,0.5029370370370371,valid,600x450,600x450
IL_0149726,IL_0149726,/marimo/milk10k/MILK10k_Training_Input/IL_0149726/ISIC_8667960.jpg,/marimo/milk10k_train_masks/IL_0149726_dermoscopic_mask.png,0.4281111111111111,valid,600x450,600x450
IL_0152415,IL_0152415,/marimo/milk10k/MILK10k_Training_Input/IL_0152415/ISIC_5006235.jpg,/marimo/milk10k_train_masks/IL_0152415_dermoscopic_mask.png,0.02574814814814815,valid,600x450,600x450
IL_0155141,IL_0155141,/marimo/milk10k/MILK10k_Training_Input/IL_0155141/ISIC_3993701.jpg,/marimo/milk10k_train_masks/IL_0155141_dermoscopic_mask.png,0.06305925925925926,valid,600x450,600x450
IL_0158496,IL_0158496,/marimo/milk10k/MILK10k_Training_Input/IL_0158496/ISIC_8918247.jpg,/marimo/milk10k_train_masks/IL_0158496_dermoscopic_mask.png,0.6158185185185185,valid,600x450,600x450
IL_0159004,IL_0159004,/marimo/milk10k/MILK10k_Training_Input/IL_0159004/ISIC_0872036.jpg,/marimo/milk10k_train_masks/IL_0159004_dermoscopic_mask.png,0.3821037037037037,valid,600x450,600x450
IL_0159486,IL_0159486,/marimo/milk10k/MILK10k_Training_Input/IL_0159486/ISIC_9055556.jpg,/marimo/milk10k_train_masks/IL_0159486_dermoscopic_mask.png,0.15926296296296297,valid,600x450,600x450
IL_0168605,IL_0168605,/marimo/milk10k/MILK10k_Training_Input/IL_0168605/ISIC_4829038.jpg,/marimo/milk10k_train_masks/IL_0168605_dermoscopic_mask.png,0.02027037037037037,valid,600x450,600x450
IL_0169358,IL_0169358,/marimo/milk10k/MILK10k_Training_Input/IL_0169358/ISIC_2799124.jpg,/marimo/milk10k_train_masks/IL_0169358_dermoscopic_mask.png,0.23174814814814815,valid,600x450,600x450
IL_0172774,IL_0172774,/marimo/milk10k/MILK10k_Training_Input/IL_0172774/ISIC_4761686.jpg,/marimo/milk10k_train_masks/IL_0172774_dermoscopic_mask.png,0.6159481481481481,valid,600x450,600x450
IL_0177781,IL_0177781,/marimo/milk10k/MILK10k_Training_Input/IL_0177781/ISIC_3408779.jpg,/marimo/milk10k_train_masks/IL_0177781_dermoscopic_mask.png,0.33722962962962966,valid,600x450,600x450
IL_0179071,IL_0179071,/marimo/milk10k/MILK10k_Training_Input/IL_0179071/ISIC_6900958.jpg,/marimo/milk10k_train_masks/IL_0179071_dermoscopic_mask.png,0.3015148148148148,valid,600x450,600x450
IL_0180498,IL_0180498,/marimo/milk10k/MILK10k_Training_Input/IL_0180498/ISIC_1176025.jpg,/marimo/milk10k_train_masks/IL_0180498_dermoscopic_mask.png,0.30662962962962964,valid,600x450,600x450
IL_0181682,IL_0181682,/marimo/milk10k/MILK10k_Training_Input/IL_0181682/ISIC_5436595.jpg,/marimo/milk10k_train_masks/IL_0181682_dermoscopic_mask.png,0.42645925925925926,valid,600x450,600x450
IL_0183140,IL_0183140,/marimo/milk10k/MILK10k_Training_Input/IL_0183140/ISIC_1552060.jpg,/marimo/milk10k_train_masks/IL_0183140_dermoscopic_mask.png,0.1869962962962963,valid,600x450,600x450
IL_0183428,IL_0183428,/marimo/milk10k/MILK10k_Training_Input/IL_0183428/ISIC_6121019.jpg,/marimo/milk10k_train_masks/IL_0183428_dermoscopic_mask.png,0.1789962962962963,valid,600x450,600x450
IL_0184125,IL_0184125,/marimo/milk10k/MILK10k_Training_Input/IL_0184125/ISIC_0981335.jpg,/marimo/milk10k_train_masks/IL_0184125_dermoscopic_mask.png,0.4073037037037037,valid,600x450,600x450
IL_0185151,IL_0185151,/marimo/milk10k/MILK10k_Training_Input/IL_0185151/ISIC_2525369.jpg,/marimo/milk10k_train_masks/IL_0185151_dermoscopic_mask.png,0.017266666666666666,valid,600x450,600x450
IL_0185291,IL_0185291,/marimo/milk10k/MILK10k_Training_Input/IL_0185291/ISIC_8322623.jpg,/marimo/milk10k_train_masks/IL_0185291_dermoscopic_mask.png,0.2790074074074074,valid,600x450,600x450
IL_0185297,IL_0185297,/marimo/milk10k/MILK10k_Training_Input/IL_0185297/ISIC_8850071.jpg,/marimo/milk10k_train_masks/IL_0185297_dermoscopic_mask.png,0.40778888888888887,valid,600x450,600x450
IL_0192026,IL_0192026,/marimo/milk10k/MILK10k_Training_Input/IL_0192026/ISIC_6581571.jpg,/marimo/milk10k_train_masks/IL_0192026_dermoscopic_mask.png,0.37545185185185187,valid,600x450,600x450
IL_0199161,IL_0199161,/marimo/milk10k/MILK10k_Training_Input/IL_0199161/ISIC_9486866.jpg,/marimo/milk10k_train_masks/IL_0199161_dermoscopic_mask.png,0.22104074074074073,valid,600x450,600x450
IL_0199225,IL_0199225,/marimo/milk10k/MILK10k_Training_Input/IL_0199225/ISIC_1675235.jpg,/marimo/milk10k_train_masks/IL_0199225_dermoscopic_mask.png,0.4696851851851852,valid,600x450,600x450
IL_0199785,IL_0199785,/marimo/milk10k/MILK10k_Training_Input/IL_0199785/ISIC_8977908.jpg,/marimo/milk10k_train_masks/IL_0199785_dermoscopic_mask.png,0.07056666666666667,valid,600x450,600x450
IL_0200790,IL_0200790,/marimo/milk10k/MILK10k_Training_Input/IL_0200790/ISIC_6250586.jpg,/marimo/milk10k_train_masks/IL_0200790_dermoscopic_mask.png,0.3384814814814815,valid,600x450,600x450
IL_0201884,IL_0201884,/marimo/milk10k/MILK10k_Training_Input/IL_0201884/ISIC_1718630.jpg,/marimo/milk10k_train_masks/IL_0201884_dermoscopic_mask.png,0.34214074074074075,valid,600x450,600x450
IL_0203121,IL_0203121,/marimo/milk10k/MILK10k_Training_Input/IL_0203121/ISIC_7153501.jpg,/marimo/milk10k_train_masks/IL_0203121_dermoscopic_mask.png,0.3539,valid,600x450,600x450
IL_0203872,IL_0203872,/marimo/milk10k/MILK10k_Training_Input/IL_0203872/ISIC_1923354.jpg,/marimo/milk10k_train_masks/IL_0203872_dermoscopic_mask.png,0.5396111111111112,valid,600x450,600x450
IL_0205551,IL_0205551,/marimo/milk10k/MILK10k_Training_Input/IL_0205551/ISIC_2080755.jpg,/marimo/milk10k_train_masks/IL_0205551_dermoscopic_mask.png,0.5103,valid,600x450,600x450
IL_0208925,IL_0208925,/marimo/milk10k/MILK10k_Training_Input/IL_0208925/ISIC_8293828.jpg,/marimo/milk10k_train_masks/IL_0208925_dermoscopic_mask.png,0.14132592592592594,valid,600x450,600x450
IL_0210304,IL_0210304,/marimo/milk10k/MILK10k_Training_Input/IL_0210304/ISIC_3585425.jpg,/marimo/milk10k_train_masks/IL_0210304_dermoscopic_mask.png,0.40122592592592593,valid,600x450,600x450
IL_0210528,IL_0210528,/marimo/milk10k/MILK10k_Training_Input/IL_0210528/ISIC_5562336.jpg,/marimo/milk10k_train_masks/IL_0210528_dermoscopic_mask.png,0.1506888888888889,valid,600x450,600x450
IL_0210628,IL_0210628,/marimo/milk10k/MILK10k_Training_Input/IL_0210628/ISIC_3789455.jpg,/marimo/milk10k_train_masks/IL_0210628_dermoscopic_mask.png,0.5919185185185185,valid,600x450,600x450
IL_0211480,IL_0211480,/marimo/milk10k/MILK10k_Training_Input/IL_0211480/ISIC_1734487.jpg,/marimo/milk10k_train_masks/IL_0211480_dermoscopic_mask.png,0.15397407407407407,valid,600x450,600x450
IL_0215570,IL_0215570,/marimo/milk10k/MILK10k_Training_Input/IL_0215570/ISIC_5693691.jpg,/marimo/milk10k_train_masks/IL_0215570_dermoscopic_mask.png,0.24276296296296296,valid,600x450,600x450
IL_0216946,IL_0216946,/marimo/milk10k/MILK10k_Training_Input/IL_0216946/ISIC_6976701.jpg,/marimo/milk10k_train_masks/IL_0216946_dermoscopic_mask.png,0.35525555555555555,valid,600x450,600x450
IL_0217482,IL_0217482,/marimo/milk10k/MILK10k_Training_Input/IL_0217482/ISIC_7149626.jpg,/marimo/milk10k_train_masks/IL_0217482_dermoscopic_mask.png,0.4365111111111111,valid,600x450,600x450
IL_0218048,IL_0218048,/marimo/milk10k/MILK10k_Training_Input/IL_0218048/ISIC_8521879.jpg,/marimo/milk10k_train_masks/IL_0218048_dermoscopic_mask.png,0.5114111111111111,valid,600x450,600x450
IL_0218965,IL_0218965,/marimo/milk10k/MILK10k_Training_Input/IL_0218965/ISIC_9183794.jpg,/marimo/milk10k_train_masks/IL_0218965_dermoscopic_mask.png,0.3718740740740741,valid,600x450,600x450
IL_0225053,IL_0225053,/marimo/milk10k/MILK10k_Training_Input/IL_0225053/ISIC_8068358.jpg,/marimo/milk10k_train_masks/IL_0225053_dermoscopic_mask.png,0.5777037037037037,valid,600x450,600x450
IL_0225213,IL_0225213,/marimo/milk10k/MILK10k_Training_Input/IL_0225213/ISIC_9195108.jpg,/marimo/milk10k_train_masks/IL_0225213_dermoscopic_mask.png,0.2851111111111111,valid,600x450,600x450
IL_0226639,IL_0226639,/marimo/milk10k/MILK10k_Training_Input/IL_0226639/ISIC_2755460.jpg,/marimo/milk10k_train_masks/IL_0226639_dermoscopic_mask.png,0.09468148148148148,valid,600x450,600x450
IL_0228777,IL_0228777,/marimo/milk10k/MILK10k_Training_Input/IL_0228777/ISIC_9666538.jpg,/marimo/milk10k_train_masks/IL_0228777_dermoscopic_mask.png,0.27165925925925927,valid,600x450,600x450
